λ_teo (Å),λ_obs (Å),Flujo,Profundidad,Velocidad (m/s),Curvatura,Bisectriz,Coef 0,Coef 1,Coef 2,Coef 3,Coef 4
4678.8458,4678.846122108078,0.19114688252217676,0.8088531174778233,20.638759328469366,4235033956.939678,267.8572669013784,0.1920995214606867,0.6077779463411931,96.72736932971351,-78.22584107492006,-3341.444573185015
4680.2948,4680.294138620043,0.18677772706674917,0.8132222729332508,-42.36415256445751,5111236511.586359,36.4859290708786,0.18680814383334132,-0.11913595680960384,116.6674448546212,-15.506265753304266,-7760.064006660861
4683.5597,4683.558365416612,0.2854518997532375,0.7145481002467625,-85.42605621127244,5681327709.074139,84.76527345150971,0.2855316977550099,0.20333311443819016,129.49946429491874,-44.415968917240605,-9997.151780366627
4704.9481,4704.946448004113,0.31604214837442907,0.6839578516255709,-105.2627780002414,5407185711.868524,26.676976443017708,0.3166349700313256,-0.5379872407690934,122.13268951956265,-12.490057119833066,-10071.275068913314
4707.2745,4707.275399321035,0.14615115054707725,0.8538488494529227,57.27510974562721,3788889188.0508633,-41.02188658664401,0.14721763039268063,-0.6039927061940222,85.49538911408784,9.416291972681272,-960.5564256549893
4707.4877,4707.48401180013,0.24554227324666525,0.7544577267533348,-234.87995612854,4772131018.580664,-25.001177756735835,0.24635526654933154,0.5915037202277756,107.67246499422663,9.102651705858102,-7723.650415267118
4721.0006,4720.991993373868,0.33254553408685456,0.6674544659131454,-546.5370208138454,4721452474.907647,-291.04524368586647,0.3332439931390011,-0.5445323778785899,105.92027486501293,102.83980895350359,-7902.161575964993
4728.5457,4728.54235625633,0.2438419449279302,0.7561580550720698,-211.9952300817989,4518862301.379225,-110.00704736360362,0.24575842492341643,0.8788189652999077,101.05191424155754,35.436120857240915,-7847.62229549595
4729.0192,4729.015624202779,0.4892710729342716,0.5107289270657285,-226.68485638146265,5052170713.539328,254.1892051671634,0.4892875426100061,0.08627748588731284,112.95527664646102,-102.31756401544611,-12058.736532849578
4733.5917,4733.593157761112,0.0890963343437655,0.9109036656562345,92.32435211906143,2432399358.794146,-837.8202969995071,0.08924930515949878,-0.1824704099477412,54.27789887675733,77.94659597109388,2210.804967699509
4735.8439,4735.840797125293,0.36197787761172334,0.6380221223882767,-196.4208396545069,5517076181.888277,-12.810396737454186,0.3622571909353653,-0.37067259886502085,122.99424652991809,6.122637679686622,-10977.912253659331
4736.7734,4736.776176492242,0.11740956866752954,0.8825904313324705,175.7254070267255,2846721973.6421123,125.59153501367418,0.11820948284495716,0.4507409811370118,63.43797776660364,-15.971701533220925,157.34551970233687
4737.6354,4737.629374680601,0.3227871899649816,0.6772128100350183,-381.27571251875827,3373269908.052544,1229.9957933034152,0.32309232208460315,0.30368342838038914,75.14479964409371,-219.51887247512835,-6196.830713639206
4740.3401,4740.324070355367,0.32744237121001796,0.672557628789982,-1013.7598703869653,3443615258.297818,-1080.7230467297652,0.32873424639344534,0.6253327239919285,76.62466021377723,200.6637214049194,-6947.099582546936
4741.5297,4741.528828121127,0.21875085584480597,0.7812491441551941,-55.126241315924275,4809614023.243564,195.2654837281339,0.2187545039287273,0.03951029276590375,106.9654293542391,-70.67080645072178,-5321.570927586328
4745.8001,4745.794901107425,0.25719488890043307,0.7428051110995669,-328.414335024286,4312755421.905875,-786.6482635561458,0.257244446690084,0.1376440434712456,95.74297175652022,228.30354402439417,-7328.657064549719
4757.578,4757.572888523488,0.31578630864014523,0.6842136913598548,-322.0929026915255,4796083013.5057955,-858.1321591348456,0.317520298987962,-0.8615935308102965,105.94630007477724,305.71764842950415,-9049.141305251964
4786.807,4786.808149883993,0.1971288088248378,0.8028711911751623,72.0159698739493,4343944761.225657,548.4312877607541,0.19883491623946128,0.8067281463147231,94.78994140264534,-157.36279011898867,-5038.091359184463
4787.8269,4787.823783126342,0.38286865314545765,0.6171313468545423,-195.1647865821975,5644924556.576917,126.15469330352066,0.382869080761004,0.014512389424353817,123.12658407200176,-61.087805563100744,-12938.547113531487
4788.7569,4788.753843736767,0.2712462551700372,0.7287537448299628,-191.33246607833706,4765847630.386145,-708.7924367610399,0.2720931031909284,-0.5950969058845587,103.91186283353312,244.50128281708314,-7449.972487660617
4789.6508,4789.650451537945,0.23263746090861362,0.7673625390913864,-21.810837686952812,4514906968.498759,102.49990355359711,0.23393368947816814,-0.7135945110952884,98.40364163198726,-31.714576079180173,-5830.095571689347
4791.2462,4791.241033927592,0.4247991996824213,0.5752008003175787,-323.24566106749586,4775754508.335131,44.21322696545468,0.42588965677228585,0.6733526197903908,104.01978686412038,-15.291195649201628,-11546.585929804738
4798.2649,4798.260770692838,0.5021658413913,0.49783415860869995,-257.9964152994685,5197120582.079634,178.59886989034084,0.5022590031858136,-0.2050144613155349,112.86651201321683,-72.8286155147907,-12302.07425881207
4799.4061,4799.405977492033,0.446610596045172,0.5533894039548279,-7.65239776100448,5287475310.434498,-105.45408150999684,0.44714759754711425,-0.496617219211531,114.77396382678269,44.47817257220771,-11259.758264206215
4800.649,4800.6438164333495,0.3695058868885894,0.6304941131114106,-323.7050214409873,3898756381.7735925,-1133.4684592606168,0.3699363200243141,-0.38283143678066833,84.58573619925863,259.72424006515337,-9009.756685509476
4802.8797,4802.87818964949,0.3404519084474119,0.6595480915525881,-94.27504334519023,5541042508.6802025,223.447783117161,0.34083441506320106,0.42894963781214956,120.10424065491718,-103.27699638697722,-9584.176932309516
4807.7088,4807.705744078157,0.36018977026505206,0.6398102297349479,-190.55694903602114,5525920752.450785,151.00890561627867,0.3606211762155586,0.4543471009599678,119.536049564968,-69.20660260681026,-11207.37200528392
4832.7276,4832.713584072666,0.3443089011043852,0.6556910988956148,-869.4612348241479,4335426464.572045,268.46545980148267,0.34591951764548307,0.7741649549274735,92.81533033980969,-74.5638282369696,-5619.655271798425
